answer,responseCode,responseLabel,frequency,answer_short,answer_display,percentage_overall
http://digistrucmed.org/questionnaire#10040104,4,[4],2,10040104,[4],0.05
http://digistrucmed.org/questionnaire#10040104,4,Skalenwert 4,2,10040104,Skalenwert 4,0.05
http://digistrucmed.org/questionnaire#20010502,2,Likert response 2,2,20010502,Likert response 2,0.05
http://digistrucmed.org/questionnaire#20010401,1,trifft voll zu,2,20010401,trifft voll zu,0.05
http://digistrucmed.org/questionnaire#30200002,2,2,2,30200002,2,0.05
http://digistrucmed.org/questionnaire#30220002,2,2,2,30220002,2,0.05
http://digistrucmed.org/questionnaire#30250002,2,2,2,30250002,2,0.05
http://digistrucmed.org/questionnaire#30040002,2,2<tab>Eher unpassend/unklar/verwirrend,2,30040002,2<tab>Eher unpassend/unklar/verwirrend,0.05
http://digistrucmed.org/questionnaire#20010101,1,trifft gar nicht zu,2,20010101,trifft gar nicht zu,0.05
http://digistrucmed.org/questionnaire#30170001,1,1<tab>Nie,2,30170001,1<tab>Nie,0.05
http://digistrucmed.org/questionnaire#10020104,4,[4],2,10020104,[4],0.05
http://digistrucmed.org/questionnaire#10020104,4,Skalenwert 4,2,10020104,Skalenwert 4,0.05
http://digistrucmed.org/questionnaire#30180005,5,5<tab>Auf jeden Fall,2,30180005,5<tab>Auf jeden Fall,0.05
http://digistrucmed.org/questionnaire#30180004,4,4,1,30180004,4,0.03
http://digistrucmed.org/questionnaire#10020101,1,�berhaupt nicht [1],1,10020101,�berhaupt nicht [1],0.03
http://digistrucmed.org/questionnaire#10030101,1,�berhaupt keine [1],1,10030101,�berhaupt keine [1],0.03
http://digistrucmed.org/questionnaire#10040101,1,�berhaupt nicht [1],1,10040101,�berhaupt nicht [1],0.03
http://digistrucmed.org/questionnaire#10060101,1,sehr schlecht [1],1,10060101,sehr schlecht [1],0.03
http://digistrucmed.org/questionnaire#30150004,3,"3<tab>Keine fragw�rdige Quelle, aber die Legitimit�t der Quelle ist unklar",1,30150004,"3<tab>Keine fragw�rdige Quelle, aber die Legitimit�t der Quelle ist unklar",0.03
http://digistrucmed.org/questionnaire#20011001,1,trifft voll zu,1,20011001,trifft voll zu,0.03
http://digistrucmed.org/questionnaire#30030002,2,"2<tab>Unzureichende Interaktivit�t, oder Feedback, oder Optionen f�r Eingaben der User, limitierte Funktionalit�t",1,30030002,"2<tab>Unzureichende Interaktivit�t, oder Feedback, oder Optionen f�r Eingaben der User, limitierte Funktionalit�t",0.03
http://digistrucmed.org/questionnaire#30150001,6,N/A<tab>Lernplattform liefert diesbez�glich keine Informationen,1,30150001,N/A<tab>Lernplattform liefert diesbez�glich keine Informationen,0.03
http://digistrucmed.org/questionnaire#20010102,2,Likert response 2,1,20010102,Likert response 2,0.03
http://digistrucmed.org/questionnaire#20010202,2,Likert response 2,1,20010202,Likert response 2,0.03
http://digistrucmed.org/questionnaire#20010801,1,trifft voll zu,1,20010801,trifft voll zu,0.03
http://digistrucmed.org/questionnaire#30010001,2,2 �berwiegend langweilig,1,30010001,2 �berwiegend langweilig,0.03
http://digistrucmed.org/questionnaire#30020002,2,2<tab>�berwiegend nicht interessant,1,30020002,2<tab>�berwiegend nicht interessant,0.03
http://digistrucmed.org/questionnaire#30030001,1,1<tab>Keine interaktiven Funktionen und/oder keine Eingaben der Nutzer sind m�glich,1,30030001,1<tab>Keine interaktiven Funktionen und/oder keine Eingaben der Nutzer sind m�glich,0.03
http://digistrucmed.org/questionnaire#30060001,1,"1<tab>Die Lernplattform funktioniert nicht. Keine oder unzureichende Antwort (z.B. Abbr�che, Fehler, nicht funktionierende Funktionen, etc.)",1,30060001,"1<tab>Die Lernplattform funktioniert nicht. Keine oder unzureichende Antwort (z.B. Abbr�che, Fehler, nicht funktionierende Funktionen, etc.)",0.03
http://digistrucmed.org/questionnaire#30070001,1,1<tab>Keine oder unzureichende Erkl�rungen; Men�beschriftungen und Symbole sind verwirrend und/oder kompliziert,1,30070001,1<tab>Keine oder unzureichende Erkl�rungen; Men�beschriftungen und Symbole sind verwirrend und/oder kompliziert,0.03
http://digistrucmed.org/questionnaire#30080001,1,1<tab>Verschiedene Abschnitte wirken unzusammenh�ngend/zuf�llig/verwirrend. Die Navigation ist kompliziert,1,30080001,1<tab>Verschiedene Abschnitte wirken unzusammenh�ngend/zuf�llig/verwirrend. Die Navigation ist kompliziert,0.03
http://digistrucmed.org/questionnaire#30090001,1,"1<tab>Mangelhaftes Design � unordentlich/ungeordnet; einige Optionen k�nnen nicht ausgew�hlt, gefunden, gesehen oder gelesen werden; Bildschirm wird nicht optimal genutzt",1,30090001,"1<tab>Mangelhaftes Design � unordentlich/ungeordnet; einige Optionen k�nnen nicht ausgew�hlt, gefunden, gesehen oder gelesen werden; Bildschirm wird nicht optimal genutzt",0.03
http://digistrucmed.org/questionnaire#30100001,1,"1<tab>Grafiken wirken amateurhaft, schlechtes visuelles Design - v�llig unproportional, stilistisch nicht einheitlich",1,30100001,"1<tab>Grafiken wirken amateurhaft, schlechtes visuelles Design - v�llig unproportional, stilistisch nicht einheitlich",0.03
http://digistrucmed.org/questionnaire#30110001,1,"1<tab>Kein visueller Anreiz - unangenehm zu betrachten, schwaches Design, bei�ende oder nicht zusammenpassende Farben",1,30110001,"1<tab>Kein visueller Anreiz - unangenehm zu betrachten, schwaches Design, bei�ende oder nicht zusammenpassende Farben",0.03
http://digistrucmed.org/questionnaire#20010602,2,Likert response 2,1,20010602,Likert response 2,0.03
http://digistrucmed.org/questionnaire#30160001,1,1<tab>Ich w�rde die Lernplattform niemanden empfehlen,1,30160001,1<tab>Ich w�rde die Lernplattform niemanden empfehlen,0.03
http://digistrucmed.org/questionnaire#30230002,2,2,1,30230002,2,0.03
http://digistrucmed.org/questionnaire#10060103,3,[3],1,10060103,[3],0.03
http://digistrucmed.org/questionnaire#10060103,3,Skalenwert 3,1,10060103,Skalenwert 3,0.03
http://digistrucmed.org/questionnaire#20010601,1,trifft voll zu,1,20010601,trifft voll zu,0.03
http://digistrucmed.org/questionnaire#30130003,2,2<tab>Unzureichend oder m�glicherweise �berfordernd,1,30130003,2<tab>Unzureichend oder m�glicherweise �berfordernd,0.03
http://digistrucmed.org/questionnaire#20010802,2,Likert response 2,1,20010802,Likert response 2,0.03
http://digistrucmed.org/questionnaire#30070002,2,2<tab>Nach hohem Aufwand benutzbar,1,30070002,2<tab>Nach hohem Aufwand benutzbar,0.03
http://digistrucmed.org/questionnaire#30090002,2,"2<tab>Schwaches Design - nicht einheitlich, unklar; einige Optionen sind schwierig auszuw�hlen, zu finden, zu sehen und zu lesen.",1,30090002,"2<tab>Schwaches Design - nicht einheitlich, unklar; einige Optionen sind schwierig auszuw�hlen, zu finden, zu sehen und zu lesen.",0.03
http://digistrucmed.org/questionnaire#20010402,2,Likert response 2,1,20010402,Likert response 2,0.03
http://digistrucmed.org/questionnaire#10030104,4,[4],1,10030104,[4],0.03
http://digistrucmed.org/questionnaire#10030104,4,Skalenwert 4,1,10030104,Skalenwert 4,0.03
http://digistrucmed.org/questionnaire#10060104,4,[4],1,10060104,[4],0.03
http://digistrucmed.org/questionnaire#10060104,4,Skalenwert 4,1,10060104,Skalenwert 4,0.03
